;ESTACION;MAGNITUD;ANO;MES;DIA;VALOR;FECHA
7242;4;6;2018-;1;-04;0,3;2018-01-04
7230;4;1;2018-;1;-04;1,0;2018-01-04
8376;47;9;2018-;1;-04;5,0;2018-01-04
7470;11;8;2018-;1;-04;30,0;2018-01-04
7482;11;12;2018-;1;-04;41,0;2018-01-04
7494;11;20;2018-;1;-04;0,6;2018-01-04
7506;11;30;2018-;1;-04;0,3;2018-01-04
7770;24;1;2018-;1;-04;3,0;2018-01-04
7758;18;35;2018-;1;-04;0,1;2018-01-04
7746;18;30;2018-;1;-04;0,2;2018-01-04
7734;18;20;2018-;1;-04;1,0;2018-01-04
7722;18;14;2018-;1;-04;20,0;2018-01-04
7710;18;12;2018-;1;-04;38,0;2018-01-04
7698;18;10;2018-;1;-04;6,0;2018-01-04
7686;18;8;2018-;1;-04;26,0;2018-01-04
7674;18;7;2018-;1;-04;8,0;2018-01-04
7662;18;6;2018-;1;-04;0,2;2018-01-04
7794;24;7;2018-;1;-04;1,0;2018-01-04
7650;18;1;2018-;1;-04;6,0;2018-01-04
7626;17;12;2018-;1;-04;37,0;2018-01-04
7614;17;8;2018-;1;-04;26,0;2018-01-04
7602;17;7;2018-;1;-04;8,0;2018-01-04
7590;17;1;2018-;1;-04;4,0;2018-01-04
7578;16;14;2018-;1;-04;15,0;2018-01-04
7566;16;12;2018-;1;-04;61,0;2018-01-04
7554;16;8;2018-;1;-04;41,0;2018-01-04
7542;16;7;2018-;1;-04;13,0;2018-01-04
7530;16;6;2018-;1;-04;0,3;2018-01-04
7518;11;35;2018-;1;-04;0,1;2018-01-04
7638;17;14;2018-;1;-04;25,0;2018-01-04
8388;47;10;2018-;1;-04;7,0;2018-01-04
8652;55;10;2018-;1;-04;14,0;2018-01-04
8400;47;12;2018-;1;-04;36,0;2018-01-04
8724;55;43;2018-;1;-04;1,2;2018-01-04
8736;55;44;2018-;1;-04;0,01;2018-01-04
8748;56;6;2018-;1;-04;0,3;2018-01-04
8760;56;7;2018-;1;-04;29,0;2018-01-04
8772;56;8;2018-;1;-04;39,0;2018-01-04
8784;56;12;2018-;1;-04;83,0;2018-01-04
8796;56;14;2018-;1;-04;23,0;2018-01-04
8808;57;1;2018-;1;-04;5,0;2018-01-04
8820;57;6;2018-;1;-04;0,3;2018-01-04
8832;57;7;2018-;1;-04;14,0;2018-01-04
8844;57;8;2018-;1;-04;36,0;2018-01-04
8868;57;12;2018-;1;-04;57,0;2018-01-04
8880;58;7;2018-;1;-04;3,0;2018-01-04
8892;58;8;2018-;1;-04;12,0;2018-01-04
8904;58;12;2018-;1;-04;16,0;2018-01-04
8916;58;14;2018-;1;-04;31,0;2018-01-04
8928;59;7;2018-;1;-04;12,0;2018-01-04
8940;59;8;2018-;1;-04;33,0;2018-01-04
8952;59;12;2018-;1;-04;51,0;2018-01-04
8964;59;14;2018-;1;-04;16,0;2018-01-04
8976;60;7;2018-;1;-04;6,0;2018-01-04
8988;60;8;2018-;1;-04;27,0;2018-01-04
9000;60;10;2018-;1;-04;8,0;2018-01-04
9012;60;12;2018-;1;-04;36,0;2018-01-04
9024;60;14;2018-;1;-04;29,0;2018-01-04
8712;55;42;2018-;1;-04;1,2;2018-01-04
8700;55;35;2018-;1;-04;0,2;2018-01-04
8856;57;10;2018-;1;-04;8,0;2018-01-04
8676;55;20;2018-;1;-04;2,9;2018-01-04
8412;48;7;2018-;1;-04;14,0;2018-01-04
8688;55;30;2018-;1;-04;0,8;2018-01-04
8436;48;9;2018-;1;-04;6,0;2018-01-04
8448;48;10;2018-;1;-04;8,0;2018-01-04
8460;48;12;2018-;1;-04;58,0;2018-01-04
8472;49;7;2018-;1;-04;4,0;2018-01-04
8484;49;8;2018-;1;-04;25,0;2018-01-04
8496;49;12;2018-;1;-04;30,0;2018-01-04
8508;49;14;2018-;1;-04;21,0;2018-01-04
8520;50;7;2018-;1;-04;35,0;2018-01-04
8532;50;8;2018-;1;-04;34,0;2018-01-04
8544;50;9;2018-;1;-04;7,0;2018-01-04
8556;50;10;2018-;1;-04;8,0;2018-01-04
8424;48;8;2018-;1;-04;37,0;2018-01-04
8640;55;8;2018-;1;-04;44,0;2018-01-04
8568;50;12;2018-;1;-04;89,0;2018-01-04
8580;54;7;2018-;1;-04;5,0;2018-01-04
8592;54;8;2018-;1;-04;26,0;2018-01-04
8604;54;12;2018-;1;-04;34,0;2018-01-04
8616;54;14;2018-;1;-04;25,0;2018-01-04
8628;55;7;2018-;1;-04;26,0;2018-01-04
8664;55;12;2018-;1;-04;84,0;2018-01-04
10702;40;1;2018-;1;-05;2,0;2018-01-05
10714;40;7;2018-;1;-05;7,0;2018-01-05
10726;40;8;2018-;1;-05;29,0;2018-01-05
10738;40;10;2018-;1;-05;9,0;2018-01-05
10750;40;12;2018-;1;-05;39,0;2018-01-05
10762;47;7;2018-;1;-05;2,0;2018-01-05
10774;47;8;2018-;1;-05;26,0;2018-01-05
10786;47;9;2018-;1;-05;4,0;2018-01-05
10522;36;12;2018-;1;-05;42,0;2018-01-05
10810;47;12;2018-;1;-05;29,0;2018-01-05
10690;39;14;2018-;1;-05;34,0;2018-01-05
10822;48;7;2018-;1;-05;7,0;2018-01-05
10834;48;8;2018-;1;-05;39,0;2018-01-05
10846;48;9;2018-;1;-05;4,0;2018-01-05
10858;48;10;2018-;1;-05;5,0;2018-01-05
10870;48;12;2018-;1;-05;50,0;2018-01-05
10882;49;7;2018-;1;-05;2,0;2018-01-05
10894;49;8;2018-;1;-05;26,0;2018-01-05
10798;47;10;2018-;1;-05;5,0;2018-01-05
10678;39;12;2018-;1;-05;55,0;2018-01-05
10630;38;35;2018-;1;-05;0,3;2018-01-05
10654;39;7;2018-;1;-05;13,0;2018-01-05
10534;38;1;2018-;1;-05;3,0;2018-01-05
10906;49;12;2018-;1;-05;28,0;2018-01-05
10450;35;14;2018-;1;-05;22,0;2018-01-05
10438;35;12;2018-;1;-05;32,0;2018-01-05
10510;36;10;2018-;1;-05;8,0;2018-01-05
10546;38;7;2018-;1;-05;7,0;2018-01-05
10498;36;8;2018-;1;-05;30,0;2018-01-05
10462;36;1;2018-;1;-05;9,0;2018-01-05
10474;36;6;2018-;1;-05;0,2;2018-01-05
10486;36;7;2018-;1;-05;8,0;2018-01-05
10558;38;8;2018-;1;-05;30,0;2018-01-05
10570;38;9;2018-;1;-05;4,0;2018-01-05
10582;38;10;2018-;1;-05;5,0;2018-01-05
10594;38;12;2018-;1;-05;40,0;2018-01-05
10606;38;20;2018-;1;-05;0,8;2018-01-05
10618;38;30;2018-;1;-05;0,3;2018-01-05
10642;39;6;2018-;1;-05;0,3;2018-01-05
10666;39;8;2018-;1;-05;35,0;2018-01-05
10918;49;14;2018-;1;-05;36,0;2018-01-05
11242;57;7;2018-;1;-05;5,0;2018-01-05
10942;50;8;2018-;1;-05;37,0;2018-01-05
11230;57;6;2018-;1;-05;0,3;2018-01-05
10426;35;8;2018-;1;-05;27,0;2018-01-05
11254;57;8;2018-;1;-05;28,0;2018-01-05
11266;57;10;2018-;1;-05;4,0;2018-01-05
11278;57;12;2018-;1;-05;35,0;2018-01-05
11290;58;7;2018-;1;-05;1,0;2018-01-05
11302;58;8;2018-;1;-05;12,0;2018-01-05
11314;58;12;2018-;1;-05;15,0;2018-01-05
11218;57;1;2018-;1;-05;4,0;2018-01-05
11326;58;14;2018-;1;-05;48,0;2018-01-05
11350;59;8;2018-;1;-05;24,0;2018-01-05
11362;59;12;2018-;1;-05;28,0;2018-01-05
11374;59;14;2018-;1;-05;38,0;2018-01-05
11386;60;7;2018-;1;-05;4,0;2018-01-05
11398;60;8;2018-;1;-05;23,0;2018-01-05
11410;60;10;2018-;1;-05;4,0;2018-01-05
11422;60;12;2018-;1;-05;28,0;2018-01-05
11434;60;14;2018-;1;-05;48,0;2018-01-05
11338;59;7;2018-;1;-05;3,0;2018-01-05
10930;50;7;2018-;1;-05;21,0;2018-01-05
11206;56;14;2018-;1;-05;37,0;2018-01-05
11182;56;8;2018-;1;-05;36,0;2018-01-05
10954;50;9;2018-;1;-05;4,0;2018-01-05
10966;50;10;2018-;1;-05;5,0;2018-01-05
10978;50;12;2018-;1;-05;70,0;2018-01-05
10990;54;7;2018-;1;-05;4,0;2018-01-05
11002;54;8;2018-;1;-05;18,0;2018-01-05
11014;54;12;2018-;1;-05;24,0;2018-01-05
11026;54;14;2018-;1;-05;43,0;2018-01-05
11038;55;7;2018-;1;-05;5,0;2018-01-05
11194;56;12;2018-;1;-05;74,0;2018-01-05
11050;55;8;2018-;1;-05;31,0;2018-01-05
11074;55;12;2018-;1;-05;39,0;2018-01-05
11086;55;20;2018-;1;-05;1,5;2018-01-05
11098;55;30;2018-;1;-05;0,5;2018-01-05
11110;55;35;2018-;1;-05;0,1;2018-01-05
11122;55;42;2018-;1;-05;1,23;2018-01-05
11134;55;43;2018-;1;-05;1,24;2018-01-05
11146;55;44;2018-;1;-05;0,0;2018-01-05
11158;56;6;2018-;1;-05;0,2;2018-01-05
11062;55;10;2018-;1;-05;7,0;2018-01-05
10414;35;7;2018-;1;-05;3,0;2018-01-05
11170;56;7;2018-;1;-05;25,0;2018-01-05
10270;24;20;2018-;1;-05;0,6;2018-01-05
9904;11;20;2018-;1;-05;0,7;2018-01-05
9916;11;30;2018-;1;-05;0,3;2018-01-05
10402;35;6;2018-;1;-05;0,1;2018-01-05
9928;11;35;2018-;1;-05;0,1;2018-01-05
9940;16;6;2018-;1;-05;0,3;2018-01-05
9952;16;7;2018-;1;-05;8,0;2018-01-05
9964;16;8;2018-;1;-05;36,0;2018-01-05
9976;16;12;2018-;1;-05;48,0;2018-01-05
9988;16;14;2018-;1;-05;32,0;2018-01-05
10000;17;1;2018-;1;-05;4,0;2018-01-05
10012;17;7;2018-;1;-05;6,0;2018-01-05
10024;17;8;2018-;1;-05;28,0;2018-01-05
10036;17;12;2018-;1;-05;37,0;2018-01-05
9664;4;7;2018-;1;-05;7,0;2018-01-05
10048;17;14;2018-;1;-05;36,0;2018-01-05
9892;11;12;2018-;1;-05;52,0;2018-01-05
9880;11;8;2018-;1;-05;36,0;2018-01-05
9868;11;7;2018-;1;-05;11,0;2018-01-05
9856;8;44;2018-;1;-05;0,03;2018-01-05
9676;4;8;2018-;1;-05;32,0;2018-01-05
9688;4;12;2018-;1;-05;43,0;2018-01-05
9700;8;1;2018-;1;-05;3,0;2018-01-05
9640;4;1;2018-;1;-05;1,0;2018-01-05
9712;8;6;2018-;1;-05;0,3;2018-01-05
9724;8;7;2018-;1;-05;26,0;2018-01-05
9736;8;8;2018-;1;-05;50,0;2018-01-05
10060;18;1;2018-;1;-05;5,0;2018-01-05
9748;8;9;2018-;1;-05;4,0;2018-01-05
9772;8;12;2018-;1;-05;90,0;2018-01-05
9784;8;14;2018-;1;-05;30,0;2018-01-05
9796;8;20;2018-;1;-05;1,7;2018-01-05
9808;8;30;2018-;1;-05;0,6;2018-01-05
9820;8;35;2018-;1;-05;0,3;2018-01-05
9832;8;42;2018-;1;-05;1,42;2018-01-05
9844;8;43;2018-;1;-05;1,39;2018-01-05
9760;8;10;2018-;1;-05;6,0;2018-01-05
10072;18;6;2018-;1;-05;0,2;2018-01-05
9652;4;6;2018-;1;-05;0,3;2018-01-05
10234;24;10;2018-;1;-05;5,0;2018-01-05
10282;24;30;2018-;1;-05;0,2;2018-01-05
10306;24;42;2018-;1;-05;1,13;2018-01-05
10258;24;14;2018-;1;-05;44,0;2018-01-05
10246;24;12;2018-;1;-05;17,0;2018-01-05
10084;18;7;2018-;1;-05;5,0;2018-01-05
10228;24;9;2018-;1;-05;3,0;2018-01-05
10216;24;8;2018-;1;-05;15,0;2018-01-05
10318;24;43;2018-;1;-05;1,1;2018-01-05
10204;24;7;2018-;1;-05;1,0;2018-01-05
10330;24;44;2018-;1;-05;0,03;2018-01-05
10192;24;6;2018-;1;-05;0,2;2018-01-05
10180;24;1;2018-;1;-05;3,0;2018-01-05
10342;27;7;2018-;1;-05;4,0;2018-01-05
10366;27;12;2018-;1;-05;35,0;2018-01-05
10096;18;8;2018-;1;-05;25,0;2018-01-05
10390;35;1;2018-;1;-05;5,0;2018-01-05
10108;18;10;2018-;1;-05;4,0;2018-01-05
10120;18;12;2018-;1;-05;33,0;2018-01-05
10354;27;8;2018-;1;-05;29,0;2018-01-05
10132;18;14;2018-;1;-05;37,0;2018-01-05
10156;18;30;2018-;1;-05;0,2;2018-01-05
10378;27;14;2018-;1;-05;27,0;2018-01-05
10168;18;35;2018-;1;-05;0,1;2018-01-05
10144;18;20;2018-;1;-05;0,8;2018-01-05
10294;24;35;2018-;1;-05;0,1;2018-01-05
12812;35;6;2018-;1;-06;0,1;2018-01-06
13244;48;8;2018-;1;-06;26,0;2018-01-06
12824;35;7;2018-;1;-06;4,0;2018-01-06
13232;48;7;2018-;1;-06;3,0;2018-01-06
12788;27;14;2018-;1;-06;53,0;2018-01-06
12800;35;1;2018-;1;-06;5,0;2018-01-06
12716;24;42;2018-;1;-06;1,14;2018-01-06
13208;47;10;2018-;1;-06;4,0;2018-01-06
13196;47;9;2018-;1;-06;4,0;2018-01-06
13184;47;8;2018-;1;-06;28,0;2018-01-06
13124;40;7;2018-;1;-06;5,0;2018-01-06
12776;27;12;2018-;1;-06;31,0;2018-01-06
12764;27;8;2018-;1;-06;23,0;2018-01-06
13172;47;7;2018-;1;-06;3,0;2018-01-06
13160;40;12;2018-;1;-06;37,0;2018-01-06
13148;40;10;2018-;1;-06;3,0;2018-01-06
12704;24;35;2018-;1;-06;0,1;2018-01-06
12752;27;7;2018-;1;-06;5,0;2018-01-06
12740;24;44;2018-;1;-06;0,05;2018-01-06
12728;24;43;2018-;1;-06;1,1;2018-01-06
13220;47;12;2018-;1;-06;33,0;2018-01-06
13136;40;8;2018-;1;-06;29,0;2018-01-06
12956;38;7;2018-;1;-06;13,0;2018-01-06
13112;40;1;2018-;1;-06;2,0;2018-01-06
12968;38;8;2018-;1;-06;35,0;2018-01-06
12944;38;1;2018-;1;-06;3,0;2018-01-06
12980;38;9;2018-;1;-06;2,0;2018-01-06
12932;36;12;2018-;1;-06;40,0;2018-01-06
13256;48;9;2018-;1;-06;2,0;2018-01-06
12992;38;10;2018-;1;-06;2,0;2018-01-06
13004;38;12;2018-;1;-06;54,0;2018-01-06
12920;36;10;2018-;1;-06;3,0;2018-01-06
12908;36;8;2018-;1;-06;28,0;2018-01-06
13016;38;20;2018-;1;-06;0,7;2018-01-06
13028;38;30;2018-;1;-06;0,4;2018-01-06
12896;36;7;2018-;1;-06;8,0;2018-01-06
13040;38;35;2018-;1;-06;0,2;2018-01-06
12884;36;6;2018-;1;-06;0,3;2018-01-06
13052;39;6;2018-;1;-06;0,3;2018-01-06
12872;36;1;2018-;1;-06;8,0;2018-01-06
12860;35;14;2018-;1;-06;26,0;2018-01-06
13076;39;8;2018-;1;-06;24,0;2018-01-06
12848;35;12;2018-;1;-06;38,0;2018-01-06
13088;39;12;2018-;1;-06;28,0;2018-01-06
13100;39;14;2018-;1;-06;57,0;2018-01-06
12836;35;8;2018-;1;-06;32,0;2018-01-06
13064;39;7;2018-;1;-06;3,0;2018-01-06
13568;56;6;2018-;1;-06;0,3;2018-01-06
13280;48;12;2018-;1;-06;30,0;2018-01-06
13604;56;12;2018-;1;-06;77,0;2018-01-06
13616;56;14;2018-;1;-06;47,0;2018-01-06
13628;57;1;2018-;1;-06;3,0;2018-01-06
13640;57;6;2018-;1;-06;0,3;2018-01-06
13652;57;7;2018-;1;-06;2,0;2018-01-06
13664;57;8;2018-;1;-06;17,0;2018-01-06
13676;57;10;2018-;1;-06;2,0;2018-01-06
13688;57;12;2018-;1;-06;21,0;2018-01-06
13700;58;7;2018-;1;-06;1,0;2018-01-06
13712;58;8;2018-;1;-06;11,0;2018-01-06
13724;58;12;2018-;1;-06;13,0;2018-01-06
13736;58;14;2018-;1;-06;61,0;2018-01-06
13748;59;7;2018-;1;-06;1,0;2018-01-06
13760;59;8;2018-;1;-06;10,0;2018-01-06
13772;59;12;2018-;1;-06;11,0;2018-01-06
13784;59;14;2018-;1;-06;62,0;2018-01-06
13796;60;7;2018-;1;-06;2,0;2018-01-06
13808;60;8;2018-;1;-06;18,0;2018-01-06
13820;60;10;2018-;1;-06;3,0;2018-01-06
13832;60;12;2018-;1;-06;22,0;2018-01-06
13844;60;14;2018-;1;-06;66,0;2018-01-06
13592;56;8;2018-;1;-06;44,0;2018-01-06
13580;56;7;2018-;1;-06;22,0;2018-01-06
12692;24;30;2018-;1;-06;0,3;2018-01-06
13556;55;44;2018-;1;-06;0,03;2018-01-06
13292;49;7;2018-;1;-06;1,0;2018-01-06
13304;49;8;2018-;1;-06;22,0;2018-01-06
13316;49;12;2018-;1;-06;24,0;2018-01-06
13328;49;14;2018-;1;-06;54,0;2018-01-06
13340;50;7;2018-;1;-06;15,0;2018-01-06
13352;50;8;2018-;1;-06;31,0;2018-01-06
13364;50;9;2018-;1;-06;2,0;2018-01-06
13376;50;10;2018-;1;-06;2,0;2018-01-06
13388;50;12;2018-;1;-06;54,0;2018-01-06
13400;54;7;2018-;1;-06;3,0;2018-01-06
13268;48;10;2018-;1;-06;2,0;2018-01-06
13412;54;8;2018-;1;-06;22,0;2018-01-06
13436;54;14;2018-;1;-06;56,0;2018-01-06
13448;55;7;2018-;1;-06;2,0;2018-01-06
13460;55;8;2018-;1;-06;24,0;2018-01-06
13472;55;10;2018-;1;-06;1,0;2018-01-06
13484;55;12;2018-;1;-06;28,0;2018-01-06
13496;55;20;2018-;1;-06;0,6;2018-01-06
13508;55;30;2018-;1;-06;0,4;2018-01-06
13520;55;35;2018-;1;-06;0,1;2018-01-06
13532;55;42;2018-;1;-06;1,17;2018-01-06
13544;55;43;2018-;1;-06;1,15;2018-01-06
13424;54;12;2018-;1;-06;27,0;2018-01-06
12680;24;20;2018-;1;-06;0,3;2018-01-06
12170;8;10;2018-;1;-06;4,0;2018-01-06
12656;24;12;2018-;1;-06;13,0;2018-01-06
12374;16;8;2018-;1;-06;23,0;2018-01-06
12362;16;7;2018-;1;-06;3,0;2018-01-06
12350;16;6;2018-;1;-06;0,3;2018-01-06
12338;11;35;2018-;1;-06;0,1;2018-01-06
12326;11;30;2018-;1;-06;0,3;2018-01-06
12314;11;20;2018-;1;-06;0,3;2018-01-06
12290;11;8;2018-;1;-06;35,0;2018-01-06
12278;11;7;2018-;1;-06;11,0;2018-01-06
12266;8;44;2018-;1;-06;0,04;2018-01-06
12254;8;43;2018-;1;-06;1,37;2018-01-06
12242;8;42;2018-;1;-06;1,4;2018-01-06
12230;8;35;2018-;1;-06;0,1;2018-01-06
12218;8;30;2018-;1;-06;0,6;2018-01-06
12206;8;20;2018-;1;-06;0,8;2018-01-06
12194;8;14;2018-;1;-06;44,0;2018-01-06
12182;8;12;2018-;1;-06;59,0;2018-01-06
12158;8;9;2018-;1;-06;3,0;2018-01-06
12146;8;8;2018-;1;-06;45,0;2018-01-06
12134;8;7;2018-;1;-06;9,0;2018-01-06
12122;8;6;2018-;1;-06;0,3;2018-01-06
12668;24;14;2018-;1;-06;60,0;2018-01-06
12110;8;1;2018-;1;-06;4,0;2018-01-06
12098;4;12;2018-;1;-06;35,0;2018-01-06
12086;4;8;2018-;1;-06;29,0;2018-01-06
12074;4;7;2018-;1;-06;4,0;2018-01-06
12062;4;6;2018-;1;-06;0,3;2018-01-06
12050;4;1;2018-;1;-06;1,0;2018-01-06
12386;16;12;2018-;1;-06;28,0;2018-01-06
12398;16;14;2018-;1;-06;56,0;2018-01-06
12302;11;12;2018-;1;-06;52,0;2018-01-06
12422;17;7;2018-;1;-06;6,0;2018-01-06
12644;24;10;2018-;1;-06;2,0;2018-01-06
12638;24;9;2018-;1;-06;2,0;2018-01-06
12626;24;8;2018-;1;-06;11,0;2018-01-06
12614;24;7;2018-;1;-06;1,0;2018-01-06
12602;24;6;2018-;1;-06;0,2;2018-01-06
12410;17;1;2018-;1;-06;2,0;2018-01-06
12578;18;35;2018-;1;-06;0,2;2018-01-06
12566;18;30;2018-;1;-06;0,3;2018-01-06
12554;18;20;2018-;1;-06;0,6;2018-01-06
12542;18;14;2018-;1;-06;52,0;2018-01-06
12530;18;12;2018-;1;-06;32,0;2018-01-06
12518;18;10;2018-;1;-06;3,0;2018-01-06
12506;18;8;2018-;1;-06;26,0;2018-01-06
12494;18;7;2018-;1;-06;4,0;2018-01-06
12590;24;1;2018-;1;-06;3,0;2018-01-06
12434;17;8;2018-;1;-06;30,0;2018-01-06
12446;17;12;2018-;1;-06;40,0;2018-01-06
12458;17;14;2018-;1;-06;48,0;2018-01-06
12482;18;6;2018-;1;-06;0,3;2018-01-06
12470;18;1;2018-;1;-06;5,0;2018-01-06
16122;58;8;2018-;1;-07;12,0;2018-01-07
16062;57;7;2018-;1;-07;3,0;2018-01-07
16074;57;8;2018-;1;-07;24,0;2018-01-07
15942;55;42;2018-;1;-07;1,2;2018-01-07
15906;55;20;2018-;1;-07;0,9;2018-01-07
14700;11;8;2018-;1;-07;34,0;2018-01-07
15582;47;7;2018-;1;-07;4,0;2018-01-07
15918;55;30;2018-;1;-07;0,5;2018-01-07
16086;57;10;2018-;1;-07;6,0;2018-01-07
16146;58;14;2018-;1;-07;47,0;2018-01-07
15954;55;43;2018-;1;-07;1,17;2018-01-07
15930;55;35;2018-;1;-07;0,1;2018-01-07
16134;58;12;2018-;1;-07;14,0;2018-01-07
14664;8;43;2018-;1;-07;1,4;2018-01-07
16110;58;7;2018-;1;-07;1,0;2018-01-07
16098;57;12;2018-;1;-07;29,0;2018-01-07
15546;40;8;2018-;1;-07;26,0;2018-01-07
14652;8;42;2018-;1;-07;1,43;2018-01-07
16026;56;14;2018-;1;-07;38,0;2018-01-07
15522;40;1;2018-;1;-07;2,0;2018-01-07
16158;59;7;2018-;1;-07;1,0;2018-01-07
15570;40;12;2018-;1;-07;33,0;2018-01-07
14640;8;35;2018-;1;-07;0,1;2018-01-07
15966;55;44;2018-;1;-07;0,03;2018-01-07
16038;57;1;2018-;1;-07;2,0;2018-01-07
15534;40;7;2018-;1;-07;4,0;2018-01-07
16014;56;12;2018-;1;-07;83,0;2018-01-07
15558;40;10;2018-;1;-07;4,0;2018-01-07
15978;56;6;2018-;1;-07;0,3;2018-01-07
14628;8;30;2018-;1;-07;0,6;2018-01-07
14616;8;20;2018-;1;-07;0,8;2018-01-07
14604;8;14;2018-;1;-07;35,0;2018-01-07
16050;57;6;2018-;1;-07;0,3;2018-01-07
14592;8;12;2018-;1;-07;66,0;2018-01-07
16002;56;8;2018-;1;-07;44,0;2018-01-07
15594;47;8;2018-;1;-07;28,0;2018-01-07
15834;54;12;2018-;1;-07;36,0;2018-01-07
14688;11;7;2018-;1;-07;6,0;2018-01-07
15810;54;7;2018-;1;-07;8,0;2018-01-07
15654;48;8;2018-;1;-07;32,0;2018-01-07
15666;48;9;2018-;1;-07;3,0;2018-01-07
15798;50;12;2018-;1;-07;38,0;2018-01-07
15786;50;10;2018-;1;-07;3,0;2018-01-07
15678;48;10;2018-;1;-07;3,0;2018-01-07
15690;48;12;2018-;1;-07;36,0;2018-01-07
15774;50;9;2018-;1;-07;3,0;2018-01-07
15762;50;8;2018-;1;-07;29,0;2018-01-07
15702;49;7;2018-;1;-07;1,0;2018-01-07
15714;49;8;2018-;1;-07;25,0;2018-01-07
15750;50;7;2018-;1;-07;6,0;2018-01-07
14736;11;30;2018-;1;-07;0,3;2018-01-07
15738;49;14;2018-;1;-07;43,0;2018-01-07
15726;49;12;2018-;1;-07;27,0;2018-01-07
15642;48;7;2018-;1;-07;3,0;2018-01-07
16170;59;8;2018-;1;-07;15,0;2018-01-07
15822;54;8;2018-;1;-07;23,0;2018-01-07
15630;47;12;2018-;1;-07;33,0;2018-01-07
15894;55;12;2018-;1;-07;47,0;2018-01-07
16182;59;12;2018-;1;-07;17,0;2018-01-07
15606;47;9;2018-;1;-07;3,0;2018-01-07
16194;59;14;2018-;1;-07;48,0;2018-01-07
15882;55;10;2018-;1;-07;3,0;2018-01-07
16206;60;7;2018-;1;-07;3,0;2018-01-07
16218;60;8;2018-;1;-07;26,0;2018-01-07
15870;55;8;2018-;1;-07;33,0;2018-01-07
16230;60;10;2018-;1;-07;6,0;2018-01-07
15618;47;10;2018-;1;-07;3,0;2018-01-07
16242;60;12;2018-;1;-07;29,0;2018-01-07
14580;8;10;2018-;1;-07;5,0;2018-01-07
15858;55;7;2018-;1;-07;9,0;2018-01-07
16254;60;14;2018-;1;-07;48,0;2018-01-07
14676;8;44;2018-;1;-07;0,04;2018-01-07
15846;54;14;2018-;1;-07;46,0;2018-01-07
14568;8;9;2018-;1;-07;5,0;2018-01-07
15114;24;35;2018-;1;-07;0,1;2018-01-07
15510;39;14;2018-;1;-07;40,0;2018-01-07
15234;35;7;2018-;1;-07;5,0;2018-01-07
15000;24;1;2018-;1;-07;3,0;2018-01-07
15246;35;8;2018-;1;-07;32,0;2018-01-07
14988;18;35;2018-;1;-07;0,1;2018-01-07
15258;35;12;2018-;1;-07;40,0;2018-01-07
14976;18;30;2018-;1;-07;0,3;2018-01-07
15270;35;14;2018-;1;-07;22,0;2018-01-07
14964;18;20;2018-;1;-07;0,6;2018-01-07
15282;36;1;2018-;1;-07;25,0;2018-01-07
14952;18;14;2018-;1;-07;43,0;2018-01-07
15294;36;6;2018-;1;-07;0,3;2018-01-07
14940;18;12;2018-;1;-07;35,0;2018-01-07
15306;36;7;2018-;1;-07;9,0;2018-01-07
15318;36;8;2018-;1;-07;31,0;2018-01-07
14928;18;10;2018-;1;-07;3,0;2018-01-07
15012;24;6;2018-;1;-07;0,2;2018-01-07
14916;18;8;2018-;1;-07;27,0;2018-01-07
15222;35;6;2018-;1;-07;0,1;2018-01-07
15024;24;7;2018-;1;-07;1,0;2018-01-07
15102;24;30;2018-;1;-07;0,4;2018-01-07
15126;24;42;2018-;1;-07;1,18;2018-01-07
15090;24;20;2018-;1;-07;0,4;2018-01-07
15138;24;43;2018-;1;-07;1,12;2018-01-07
15078;24;14;2018-;1;-07;46,0;2018-01-07
15150;24;44;2018-;1;-07;0,06;2018-01-07
15066;24;12;2018-;1;-07;17,0;2018-01-07
15162;27;7;2018-;1;-07;4,0;2018-01-07
14724;11;20;2018-;1;-07;0,3;2018-01-07
15174;27;8;2018-;1;-07;27,0;2018-01-07
15054;24;10;2018-;1;-07;3,0;2018-01-07
15186;27;12;2018-;1;-07;34,0;2018-01-07
15048;24;9;2018-;1;-07;3,0;2018-01-07
15036;24;8;2018-;1;-07;15,0;2018-01-07
15198;27;14;2018-;1;-07;41,0;2018-01-07
15210;35;1;2018-;1;-07;5,0;2018-01-07
14556;8;8;2018-;1;-07;47,0;2018-01-07
15330;36;10;2018-;1;-07;5,0;2018-01-07
15342;36;12;2018-;1;-07;45,0;2018-01-07
14784;16;8;2018-;1;-07;27,0;2018-01-07
15474;39;7;2018-;1;-07;5,0;2018-01-07
14772;16;7;2018-;1;-07;3,0;2018-01-07
15486;39;8;2018-;1;-07;32,0;2018-01-07
14760;16;6;2018-;1;-07;0,3;2018-01-07
15498;39;12;2018-;1;-07;39,0;2018-01-07
14460;4;1;2018-;1;-07;1,0;2018-01-07
14472;4;6;2018-;1;-07;0,4;2018-01-07
14484;4;7;2018-;1;-07;6,0;2018-01-07
14496;4;8;2018-;1;-07;33,0;2018-01-07
14508;4;12;2018-;1;-07;43,0;2018-01-07
14520;8;1;2018-;1;-07;3,0;2018-01-07
14532;8;6;2018-;1;-07;0,3;2018-01-07
14748;11;35;2018-;1;-07;0,1;2018-01-07
14544;8;7;2018-;1;-07;12,0;2018-01-07
15462;39;6;2018-;1;-07;0,3;2018-01-07
14904;18;7;2018-;1;-07;5,0;2018-01-07
